Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
OSAGY,OSRAM LICHT AG UNSP/ADR,Pink Current,17.000000,,0,ADRs,Germany,
OSBK,OCONEE FINL CORP,OTCQX U.S.,30.000000,,0,Common Stock,USA,Georgia
OSCI,OSCEOLA GOLD INC,Pink Limited,0.028000,0.000000,500,Common Stock,USA,West Virginia
OSCUF,JAPAN EXCHANGE GRP ORD,Pink Limited,16.822000,,0,Foreign Ordinary Shares,Japan,
OSGCF,OSG CORPJPY ORD,Pink Limited,13.380000,,0,Foreign Ordinary Shares,Japan,
OSGSF,OSAKA GAS CO ORD NEW,Pink Limited,15.276000,,0,Foreign Ordinary Shares,Japan,
OSGSY,OSAKA GAS CO UNSP/ADR,Pink Limited,32.810000,,0,ADRs,Japan,
OSHDF,OSHIDORI INTL HLDGS LTD,Pink Current,0.000600,,0,Foreign Ordinary Shares,,
OSIIF,OSINO RESOURCES CORP,OTCQX International,0.858800,0.526700,6270,Foreign Ordinary Shares,Canada,British Columbia
OSKA,OSYKA CORP,Pink Current,0.001800,0.000000,3413,Common Stock,USA,California
OSKXF,OSAKA STEEL,Pink Limited,14.850000,,0,Foreign Ordinary Shares,,
OSOL,OSPREY SOLANA TRUST,OTCQB,11.000000,,0,Other Security Type,USA,Connecticut
OSSFF,OSSUR HF ORD,Pink Current,4.580000,,0,Foreign Ordinary Shares,,
OSSIF,ONESOFT SOLUTIONS INC,OTCQB,0.597000,-0.781100,66326,Foreign Ordinary Shares,Canada,Alberta
OSSUY,OSSUR HF SP/ADR,Pink Current,4.450000,,0,ADRs,,
OSTIY,OSTERREICHISCHE PST S/ADR,Pink Current,17.800000,,0,ADRs,Australia,
OSTTF,OSAKA TITANIUM TECH CO,Pink Limited,20.202000,,0,Foreign Ordinary Shares,,
OSUKF,OTSUKA CORP,Pink Limited,41.360000,,0,Foreign Ordinary Shares,Japan,
OSWWF,ONESPAWORLD WTS 2024,Pink Current,1.540000,,0,Warrants,,
OTCFF,OCUMETICS TECHNOLOGY CP,OTCQB,0.200000,,0,Foreign Ordinary Shares,Canada,Alberta
OTCM,OTC MARKETS GROUP INC A,OTCQX U.S. Premier,57.350000,0.139700,530,Common Stock,USA,New York
OTGLF,CD PROJEKT SA ORD,Pink Limited,39.000000,,0,Foreign Ordinary Shares,Poland,
OTGLY,CD PROJEKT SA UNSP/ADR,Pink Limited,9.280000,-1.798900,10230,ADRs,Poland,
OTLC,ONCOTELIC THERAPEUTCS INC,OTCQB,0.027500,1.851900,191982,Common Stock,USA,California
OTPBF,OTP BANK LTD,Pink Limited,42.056000,22.970800,194,Foreign Ordinary Shares,Hungary,
OTPGF,OTP BANK S/ADR R,Pink Limited,13.750000,,0,Foreign Ordinary Shares,Hungary,
OTPIY,OTP BANK S/GDR 144A,Pink Limited,0.000000,,0,New York Registry Shs,Hungary,
OTPMF,OPTIM CORP,Pink Limited,31.050000,,0,Common Stock,Japan,
OTSKF,OTSUKA HOLDINGS CO LTD,Pink Limited,37.790000,,0,Foreign Ordinary Shares,Japan,
OTSKY,OTSUKA HOLDINGS CO ADR,Pink Limited,18.540000,-2.111900,38955,ADRs,Japan,
OTTEF,OTTO ENERGY LTD ORD,Pink Current,0.006200,,0,Foreign Ordinary Shares,,
OTTV,VIVA ENTERTAINMNT GRP,Pink Current,0.000900,0.000000,150000,Common Stock,USA,New Jersey
OTTW,OTTAWA BANCORP INC,OTCQX U.S.,11.000000,,0,Common Stock,USA,Illinois
OUKPF,METSO OUTOTEC CORP,Pink Limited,10.900000,-5.217400,360,Foreign Ordinary Shares,Finland,
OUKPY,METSO OYJ UNSP/ADR,Pink Limited,5.597500,-0.929200,7469,ADRs,Finland,
OUSZF,OUTSOURCING INC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
OUTFF,OUTOKUMPU OYJ NEW,Pink Limited,5.800000,,0,Foreign Ordinary Shares,Finland,
OUTKY,OUTOKUMPU OYJ U/ADR NEW,Pink Limited,2.640000,,0,ADRs,Finland,
OVACF,OVAL CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
OVATF,OVATION SCIENCE INC,OTCQB,0.002500,,0,Foreign Ordinary Shares,Canada,British Columbia
OVCHF,OVERSEAS CHINESE BK LCL,Pink Current,9.200000,,0,Foreign Ordinary Shares,Singapore,
OVCHY,OVERSEAS CHINSE UNSP/ADR,Pink Current,18.115000,-0.521700,9752,ADRs,Singapore,
OVHFF,OVH GROUPE,Pink Limited,22.300000,,0,Foreign Ordinary Shares,,
OVHGY,OVH GROUPE SAS U/ADR,Pink Limited,5.500000,,0,ADRs,,
OVTZ,OCULUS VISIONTECH INC,OTCQB,0.060000,0.000000,3639,Foreign Ordinary Shares,Canada,British Columbia
OWECF,ODAWARA ENGINEERING CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
OWLTW,OWLET INC WTS,Pink Current,0.018000,,0,Warrants,USA,Utah
OWPC,ONE WORLD PRODUCTS INC,OTCQB,0.066000,-13.725500,73500,Common Stock,USA,Nevada
OWRDF,ONE WORLD LITHIUM INC,OTCQB,0.027450,,10,Foreign Ordinary Shares,Canada,British Columbia
OWUV,ONE WORLD UNIVERSE INC,Pink Current,0.008600,0.000000,509679,Common Stock,USA,California
OWVI,ONE WORLD VENTURES INC,Pink Current,0.037000,8.823500,1200,Common Stock,USA,Nevada
OWWAF,OKUWA CO LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
OXBC,OXFORD BANK CORP,Pink Current,30.210000,,0,Common Stock,USA,Michigan
OXBDF,OXFORD BIOMEDICA PLC NEW,Pink Current,4.330000,,53,Foreign Ordinary Shares,United Kingdom,England
OXBOF,OXFORD BIODYNAMICS PLC,Pink Current,0.135000,,0,Foreign Ordinary Shares,,
OXFCF,VELOCYS PLC ORD,Pink Current,0.022500,,0,Foreign Ordinary Shares,United Kingdom,
OXFYY,OXFORD NANOPRE TECH U/ADR,Pink Current,0.000000,,0,ADRs,United Kingdom,
OXIDF,OXIDE CORP,Pink Limited,34.149066,,0,Common Stock,,
OXINF,OXFORD INSTRUMENTS,Pink Current,27.500000,,0,Foreign Ordinary Shares,United Kingdom,
OYOCF,OYO CORPORATION ORD,Pink Limited,12.550000,,0,Foreign Ordinary Shares,,
OZBKF,OUTBACK GOLDFIELDS CORP,OTCQB,0.048000,,0,Foreign Ordinary Shares,Canada,British Columbia
OZFRY,OFX GROUP LTD UNSP/ADR,Pink Current,4.410000,,0,ADRs,Australia,New South Wales
OZSC,OZOP ENERGY SOLUTIONS INC,Pink Current,0.005500,10.000000,10947007,Common Stock,USA,New York
PAANF,PAN AMERN ENERGY CORP,Pink Current,0.428900,22.542900,100,Foreign Ordinary Shares,Canada,Alberta
PAASF,PAN AMER SLVR CVR 2/22/29,Pink Current,0.555000,1.834900,4867231,Rights,Canada,British Columbia
PACV,PACIFIC VENTURES GROUP,Pink Limited,0.000600,,0,Common Stock,USA,California
PADEF,ADARO ENERGY INDONSIA TBK,Pink Limited,0.159100,,0,Foreign Ordinary Shares,Indonesia,
PADHF,PT ADHI KARYA TBK ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PAEKY,PT ANEKA TAMBANG UNSP/ADR,Pink Limited,13.310000,,0,ADRs,Indonesia,
PAFRF,PAN AFRICAN RES PLC ORD,OTCQX International,0.189000,,0,Foreign Ordinary Shares,South Africa,
PAFRY,PAN AFRICAN RESCES SP/ADR,OTCQX International,3.420000,-19.148900,250,ADRs,South Africa,
PAGDF,PARAGON ID SA,Pink Limited,33.841600,,0,Foreign Ordinary Shares,France,
PAIOF,PAION AG AACHEN,Pink Current,6.000000,,0,Foreign Ordinary Shares,Germany,
PAKTY,PT MAP AKTF ADPR UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
PALAF,PALADIN ENERGY LTD ORD,OTCQX International,0.530000,-4.228400,121209,Foreign Ordinary Shares,Australia,Western Australia
PANDY,PANDORA AS SP/ADR,Pink Current,24.975000,-1.537600,2224,ADRs,Denmark,
PANHF,PING AN HLTHCRE &TECH CO,Pink Current,2.184000,-15.184500,200,Foreign Ordinary Shares,,
PANRF,PANORAMIC RES LTD ORD,Pink Current,0.025000,,0,Foreign Ordinary Shares,Australia,Western Australia
PANXF,PLATINEX INC,OTCQB,0.018900,,0,Foreign Ordinary Shares,Canada,Ontario
PARG,POWER AMERICAS RES GRP,Pink Current,0.001300,,0,Common Stock,India,
PARXF,PAREX RESOURCES INC,Pink Current,18.180000,0.165300,243,Foreign Ordinary Shares,Canada,Alberta
PASMF,PREMIER ASSET MGMT GROUP,Pink Current,1.320000,,0,Foreign Ordinary Shares,United Kingdom,
PASTF,PLASTIC OMNIUM ORD,Pink Limited,19.590577,,0,Foreign Ordinary Shares,,
PATLF,PATRYS LTD ORD,Pink Current,0.040000,,0,Foreign Ordinary Shares,,
PAXH,PREAXIA HEALTH CARE PYMNT,Pink Current,0.057000,,0,Common Stock,Canada,Alberta
PAYD,PAID INC,Pink Current,1.600000,,0,Common Stock,USA,Massachusetts
PAZRF,PLAZA RETAIL REIT TR UNIT,Pink Current,2.920000,,0,Units,Canada,
PBAJ,"PETRO USA, INC",Pink Current,0.010100,-99.873600,101,Common Stock,USA,New York
PBAM,PRIVATE BANCORP OF AMER,OTCQX U.S. Premier,32.000000,0.000000,4433,Common Stock,USA,California
PBATF,PT TAMBANG BATBRA BKT ORD,Pink Limited,0.178800,,0,Foreign Ordinary Shares,Indonesia,
PBBGF,DEUTSCHE PFANDBRIEFBANK,Pink Limited,7.290000,,0,Foreign Ordinary Shares,,
PBCO,PBCO FINANCIAL CORP,Pink Current,12.000000,,0,Common Stock,USA,Oregon
PBCRF,PT BANK CENTRAL ASIA,Pink Limited,0.583300,-0.358700,26857,Foreign Ordinary Shares,Indonesia,
PBCRY,PT BANK CENTRAL UNSP/ADR,Pink Limited,15.380000,0.490000,20896,ADRs,Indonesia,
PBDBY,PT BANK DANAMON IND U/ADR,Pink Limited,0.000000,,0,ADRs,Indonesia,
PBDIF,PT BANK DANAMON INDNSA A,Pink Limited,0.310000,,0,Foreign Ordinary Shares,Indonesia,
PBEGF,TOUCHSTONE EXPL INC,Pink Current,0.820000,-13.227500,150874,Foreign Ordinary Shares,Canada,Alberta
PBFFF,PLANET BSED FOODS GLBL VT,OTCQB,0.035000,,0,Foreign Ordinary Shares,Canada,British Columbia
PBHDF,PARAMOUNT BED CO ORD,Pink Limited,19.740000,,0,Foreign Ordinary Shares,,
PBHG,PBS HOLDING INC,Pink Limited,0.000100,,0,Common Stock,USA,Wyoming
PBIGF,PARADIGM BIOPHARMACEUTICL,Pink Current,0.576750,,0,Foreign Ordinary Shares,Australia,Victoria
PBIIF,PT BFI FNCE INDNSIA TBK,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PBIO,PRESSURE BIOSCIENCES,OTCQB,0.260000,-13.043500,91010,Common Stock,USA,Massachusetts
PBKC,PIONEER BANKCORP INC,Pink Current,36.750000,,0,Common Stock,USA,Florida
PBKOF,POLLARD BANKNOTE LTD,Pink Current,19.060000,-4.700000,700,Foreign Ordinary Shares,Canada,Manitoba
PBKX,PARTNERS BANK CALIFORNIA,Pink Current,11.000000,,0,Common Stock,USA,California
PBLOF,PUBLIC BANK LTD LOCAL,Pink Limited,0.883700,,1800,Foreign Ordinary Shares,,
PBMFF,PACIFIC BAY MINERALS LTD,Pink Current,0.086400,,0,Foreign Ordinary Shares,Canada,British Columbia
PBMLF,PACIFIC BOOKER MINERALS,Pink Current,0.468000,7.536800,1500,Foreign Ordinary Shares,Canada,British Columbia
PBMRF,PT BUMI RESOURCES TBK,Pink Limited,0.013900,82.894700,4000,Foreign Ordinary Shares,Indonesia,
PBMRY,PT BUMI RESTBK UNSP/ADR,Pink Limited,1.440000,,0,ADRs,Indonesia,
PBNAF,PEMBINA PIPE PFD 5YR A 1,Pink Current,12.715000,,0,Preferred Stock,Canada,Alberta
PBNC,PB FINANCIAL CORPORATION,OTCQX U.S. Premier,41.000000,,50,Common Stock,USA,North Carolina
PBNK,PINNACLE BANK (CA),OTCQB,13.800000,-0.719400,1000,Common Stock,USA,California
PBNNF,PT BANK NEGARA INDONESIA,Pink Limited,0.616100,6.257100,1255,Foreign Ordinary Shares,Singapore,
PBSFF,PROSIEBEN SAT 1 MEDIA,Pink Current,8.750000,,0,Foreign Ordinary Shares,Germany,
PBSFY,PROSIEBENSAT1 MEDIA U/ADR,Pink Current,1.990000,,20,ADRs,Germany,
PBSV,PHARM-BIO SERV INC,OTCQB,1.030000,3.000000,539,Common Stock,USA,Puerto Rico
PBTDF,PLOVER BAY TECHN LTD,Pink Current,0.270000,,0,Foreign Ordinary Shares,,
PBTHF,POINTSBET HOLDINGS LTD,OTCQX International,1.020000,,4,Foreign Ordinary Shares,Australia,Victoria
PCASF,PACIFIC ASSETS TRUST ORD,Pink Current,3.730300,,0,Foreign Ordinary Shares,United Kingdom,
PCBB,PACIFIC COAST BANKERS BK,Pink Current,0.000000,,0,Common Stock,USA,California
PCCOF,PALTAC CORPORATION,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PCCWY,PCCW LTD S/ADR,Pink Current,4.580000,,93,ADRs,Hong Kong,
PCCYF,PETROCHINA CO LTD,Pink Current,0.705000,-0.704200,21341,Foreign Ordinary Shares,China,
PCDAF,POSTMEDIA NETWORK CDA ORD,Pink Current,2.650000,,0,Foreign Ordinary Shares,Canada,Ontario
PCDCF,PC DEPOT CORPORATION,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PCDVF,PACIFIC CNTRY REGNL DEV,Pink Current,0.260000,,0,Foreign Ordinary Shares,Singapore,
PCFBF,PACIFIC BASIN SHIPPNG ORD,Pink Current,0.289500,,0,Foreign Ordinary Shares,China,Hong Kong
PCFBY,PACIFIC BASIN SHP UNS/ADR,Pink Current,5.210000,,64,ADRs,China,Hong Kong
PCFTF,POLAR CAP GLOBAL FNCL TR,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
PCHM,PHARMCHEM INC,Pink Current,2.880000,,0,Common Stock,USA,Texas
PCHUY,PTT CHEMICAL PUBLIC U/ADR,Pink Limited,6.186600,,0,ADRs,Thailand,
PCILF,PACIFIC INDL & LOGISTICS,Pink Current,1.436000,,0,Foreign Ordinary Shares,,
PCIMF,PACIFIC IMPERIAL MINE PLC,Pink Current,0.025260,,0,Foreign Ordinary Shares,Canada,British Columbia
PCLB,PINNACLE BANCSHARES INC,Pink Current,19.200000,1.052600,450,Common Stock,USA,Alabama
PCLGF,PACIFIC LEGEND GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,China,Hong Kong
PCLI,PROTOCALL TECHS INC,Pink Limited,0.000500,0.000000,50000,Common Stock,USA,Idaho
PCLOF,PHARMACIELO LTD,OTCQX International,0.107000,18.888900,30025,Foreign Ordinary Shares,Canada,Ontario
PCMC,PUBLIC COMPANY MGMT CORP,Pink Current,0.079900,,0,Common Stock,USA,California
PCNEF,PRECISION SYS SCIENCE CO,Pink Limited,4.040000,,0,Foreign Ordinary Shares,,
PCNT,POINT OF CARE NANO TECH,Pink Current,0.100000,,0,Common Stock,USA,Florida
PCOGF,PANCONTINENTAL ENERGY NL,Pink Current,0.025000,0.000000,30000,Foreign Ordinary Shares,Australia,Western Australia
PCOK,PACIFIC OAK STRATEGIC OPP,Pink Current,0.025000,,0,Common Stock,USA,California
PCOLF,PACIFIC ONLINE LTD ORD,Pink Current,0.090000,,0,Foreign Ordinary Shares,,
PCPDF,PACIFIC CENTURY PREM DEV,Pink Current,0.038600,,33,Foreign Ordinary Shares,China,Hong Kong
PCPPF,PC PARTNER GROUP LTD,Pink Current,0.135000,,0,Foreign Ordinary Shares,Cayman Islands,
PCQRF,PETROLYMPIC LTD,Pink Current,0.025000,,0,Foreign Ordinary Shares,Canada,Ontario
PCRAF,PUCARA GOLD LTD,OTCQB,0.030000,,0,Foreign Ordinary Shares,Canada,British Columbia
PCRBF,PRICER AB B SHS,Pink Limited,0.730000,,0,Foreign Ordinary Shares,Sweden,
PCRCF,BOLT METALS CORP,OTCQB,0.300000,,0,Foreign Ordinary Shares,Canada,British Columbia
PCRDF,PCA CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PCRFF,PANASONIC CORP ORD,Pink Current,11.450000,2.140900,1874,Foreign Ordinary Shares,Japan,
PCRFY,PANASONIC HLDS CP S/ADR,Pink Current,11.409000,-0.791300,66888,ADRs,Japan,
PCRRF,PASCO CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PCSFF,PS MITSUBISHI CONSTRUCTIN,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PCSGF,PACIFIC SMILES GROUP LTD.,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PCST,PURE CAPITAL SOLUTIONS,Pink Limited,0.100000,,0,Common Stock,USA,Minnesota
PCSV,PCS EDVENTURES!.COM INC,Pink Current,0.136100,,0,Common Stock,USA,Idaho
PCTGY,PACT GROUP HLDGS UNSP/ADR,Pink Current,6.370000,,0,ADRs,,
PCTL,PCT LTD,Pink Limited,0.001500,-16.666700,316963,Common Stock,USA,South Carolina
PCTNF,PICTON PPTY INCOME LTD,Pink Current,0.980700,,0,Foreign Ordinary Shares,United Kingdom,
PCWLF,PCCW LTD ORD,Pink Current,0.457800,4.045500,316,Foreign Ordinary Shares,Hong Kong,
PCYN,PROCYON CORP,Pink Current,0.245250,,0,Common Stock,USA,Florida
PDER,PARDEE RESOURCES CO INC,Pink Limited,231.000000,0.434800,191,Common Stock,USA,Pennsylvania
PDGNF,PENDRAGON PLC ORD,Pink Current,0.180400,,0,Foreign Ordinary Shares,United Kingdom,
PDGO,PARADIGM OIL & GAS INC,Pink Current,0.000050,4900.000000,3963897,Common Stock,USA,New York
PDIV,PREMIER DEV & INVST INC A,Pink Current,0.275584,,0,Common Stock,South Africa,
PDIYF,PREDICTIVE DISCOVERY LTD,Pink Current,0.123000,,0,Foreign Ordinary Shares,,
PDLMF,PETRA DIAMONDS LTD NEW,Pink Current,0.900000,,0,Foreign Ordinary Shares,Jersey,
PDNLA,PRESIDENTIAL RLTY A,Pink Current,0.023000,,20,Common Stock,USA,New York
PDNLB,PRESIDENTIAL RLTY B,Pink Current,0.048000,,0,Common Stock,USA,New York
PDPG,PERFORMANCE DRINK GROUP,Pink Current,0.001100,22.222200,250000,Common Stock,USA,Georgia
PDPTF,PUDO INC,OTCQB,0.684960,15.022700,100,Foreign Ordinary Shares,Canada,Ontario
PDRDF,PERNOD RICARD ORD,Pink Current,205.650000,,0,Foreign Ordinary Shares,France,
PDRO,PEDRO'S LIST INC,Pink Current,1.560000,4.000000,136503,Common Stock,USA,Nevada
PDSNF,PT DHARMA SATYA NUSANTARA,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PDSSF,PARADISE ENTMT LTD ORD,Pink Current,0.143900,,0,Foreign Ordinary Shares,Hong Kong,
PDYPF,FLUTTER ENTERTAINMENT PLC,Pink Current,173.898500,-1.727300,739,Foreign Ordinary Shares,Ireland,
PDYPY,FLUTTER ENTMT UNSP/ADR,Pink Current,88.155000,-1.060600,7107,ADRs,Ireland,
PEASF,GLOBAL FOOD AND INGREDIT,OTCQX International,0.200000,,0,Foreign Ordinary Shares,Canada,Ontario
PEBBF,PEBBLE GROUP PLC,OTCQX International,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
PEBC,PEOPLES BANCORP INC MD,Pink Current,28.100000,,0,Common Stock,USA,Maryland
PECGF,PETRONAS CHEMICALS GRP,Pink Limited,1.150000,,0,Foreign Ordinary Shares,Malaysia,
PEFDF,DELFI LTD,Pink Current,0.927700,2.610300,5000,Foreign Ordinary Shares,Singapore,
PEGHY,PEGASUS HAVA TAS UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
PEGIY,PT ENERGI MEGA UNSP/ADR,Pink Limited,3.410000,,0,ADRs,Indonesia,
PEGRF,PENNON GROUP INC NEW,Pink Current,7.940000,,0,Foreign Ordinary Shares,United Kingdom,
PEGRY,PENNON GROUP PLC UNSP/ADR,Pink Current,16.265000,-1.004300,128881,ADRs,United Kingdom,
PEHD,PERIGEE HLDGS INC,Pink Limited,0.031100,-9.593000,200,Common Stock,USA,Colorado
PEIMF,POWER MINERALS LTD,Pink Current,0.240000,,0,Foreign Ordinary Shares,Australia,South Australia
PEJMF,PEIJIA MED LTD,Pink Current,1.386700,,0,Foreign Ordinary Shares,China,Hong Kong
PEMIF,PURE ENERGY MINERALS LTD,OTCQB,0.780000,4.000000,15175,Foreign Ordinary Shares,Canada,British Columbia
PEMSF,PACIFIC EMPIRE MINERALS,Pink Current,0.008000,,0,Foreign Ordinary Shares,Canada,British Columbia
PENMF,PENINSULA ENERGY LTD NEW,OTCQB,0.077500,3.333300,465370,Foreign Ordinary Shares,Australia,Western Australia
PENTF,PENTAMASTER CORP BHD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PESAF,PANORO ENERGY ASA ORD NEW,Pink Limited,2.915000,,0,Foreign Ordinary Shares,,
PETFF,PTT PUBLIC CO LTD NEW,Pink Limited,0.910000,,6200,Foreign Ordinary Shares,,
PETRY,VIBRA ENERGIA UNSP/ADR,Pink Limited,7.690000,0.195400,11206,ADRs,Brazil,
PEXNY,PTT EXPLRTN&PRDTN PLC ADR,Pink Limited,28.550000,-4.065900,2013,ADRs,Thailand,
PEXUF,PTT EXPL&PROD N/VTG SHS,Pink Limited,1.900000,,0,Foreign Ordinary Shares,Thailand,
PEXZF,PACIFIC RIDGE EXPL LTD,OTCQB,0.174750,0.556400,106373,Foreign Ordinary Shares,Canada,British Columbia
PEYUF,PEYTO EXPL & DEV CORP,Pink Current,8.730000,-2.239600,36427,Foreign Ordinary Shares,Canada,Alberta
PFBN,PACIFIC ALLIANCE BANK CA,Pink Current,8.100000,,0,Common Stock,USA,California
PFBX,PEOPLES FINCL CORP MISS,OTCQX U.S.,12.210000,,96,Common Stock,USA,Mississippi
PFFEF,POOL SAFE INC,Pink Current,0.030000,,0,Foreign Ordinary Shares,,
PFFOF,PORTOFINO RESOURCES INC,OTCQB,0.056500,2.914400,51809,Foreign Ordinary Shares,Canada,British Columbia
PFFVF,PFEIFFER VACUUM TECH ORD,Pink Current,166.000000,,0,Foreign Ordinary Shares,Germany,
PFGTF,PACIFIC EDGE LTD ORD,Pink Current,0.081115,,0,Foreign Ordinary Shares,,
PFHO,PACIFIC HLTH CRE ORGZ INC,OTCQB,0.870000,1.162800,1000,Common Stock,USA,California
PFLC,PACIFIC FINCL CORP,OTCQX U.S. Premier,10.000000,,0,Common Stock,USA,Washington
PFODF,PREMIER FOODS PLC ORD,Pink Current,1.546000,,0,Foreign Ordinary Shares,United Kingdom,
PFPLF,PROPEL FUNERAL PRTNES LTD,Pink Current,3.090000,,0,Foreign Ordinary Shares,Australia,New South Wales
PFRRF,PETROFRONTIER CORP ORD,Pink Current,0.070000,,0,Foreign Ordinary Shares,Canada,Alberta
PFSMF,PERFECT SHAPE MEDICAL LTD,Pink Current,0.442800,,0,Foreign Ordinary Shares,,
PFTY,PARALLEL FLIGHT TECH B,Pink Current,3.500000,,0,Common Stock,USA,California
PGBHF,PPB GROUP BHD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PGCMF,PUREGOLD PRICE CLUB INC,Pink Limited,0.556000,,0,Foreign Ordinary Shares,Philippines,
PGCSF,PROSEGUR CIA DE SECURIDAD,Pink Limited,5.800000,,0,Foreign Ordinary Shares,,
PGDDF,IPATH ASIAN&GULF CURRENCY,Pink Current,55.240000,,0,Structured Product,United Kingdom,
PGEJF,PGS ASA,Pink Limited,0.800000,,0,Foreign Ordinary Shares,Norway,
PGENY,PIGEON CORP UNSP/ADR,Pink Limited,2.940000,0.000000,1756,ADRs,Japan,
PGEZF,STILLWATER CRITICAL MNRLS,OTCQB,0.121200,-2.258100,98300,Foreign Ordinary Shares,Canada,British Columbia
PGFF,PIONEER GREEN FARMS INC,Pink Current,0.000000,,0,Common Stock,USA,Florida
PGID,PEREGRINE INDUS INC,Pink Current,0.062000,,0,Common Stock,USA,Nevada
PGLDF,P2 GOLD INC,OTCQB,0.132500,1.844700,20533,Foreign Ordinary Shares,Canada,British Columbia
PGMFF,IPATH BLOOM PLATNIUM,Pink Current,20.000000,,0,Structured Product,United Kingdom,
PGNN,PARAGON FINCL SLTNS INC,Pink Current,8.600000,-3.370800,1360,Common Stock,USA,Tennessee
PGNT,PARAGON TECHS INC,Pink Current,10.610000,-3.545500,500,Common Stock,USA,Pennsylvania
PGNYF,HARTSHEAD RES NL,Pink Current,0.009000,,0,Foreign Ordinary Shares,Australia,Western Australia
PGOL,PATRIOT GOLD CORP,OTCQB,0.100750,2.806100,9600,Foreign Ordinary Shares,USA,Nevada
PGPEF,PUBLICIS GROUPE ACT,OTCQX International Premier,77.285000,,0,Foreign Ordinary Shares,France,
PGPGF,POWER GROUP PROJECTS CORP,Pink Current,0.004400,,0,Foreign Ordinary Shares,Canada,British Columbia
PGPHF,PARTNERS GRP HLDG ZUG,Pink Limited,1039.275000,1.579900,3,Foreign Ordinary Shares,Switzerland,
PGPXF,FIRST LITHIUM MNRLS CORP,Pink Current,0.046200,,0,Foreign Ordinary Shares,Canada,Ontario
PGTK,PACIFIC GREEN TECHS,OTCQB,0.520500,,0,Common Stock,USA,Delaware
PGTRF,PEGATRON CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PGUCY,PROSEGUR CASH UNSP/ADR,Pink Limited,3.268000,,0,ADRs,Spain,
PGUUF,PROSEGUR CASH,Pink Limited,0.667300,,0,Foreign Ordinary Shares,Spain,
PGWFF,PGG WRIGHTSON LTD,Pink Current,2.300000,,0,Foreign Ordinary Shares,New Zealand,
PGXFF,PROSPER GOLD CORP,OTCQB,0.102400,,0,Foreign Ordinary Shares,Canada,British Columbia
PGXPF,PELANGIO EXPLORATION,Pink Current,0.034620,,0,Foreign Ordinary Shares,Canada,Ontario
PGZFF,PAN GLOBAL RESOURCE INC,OTCQX International,0.210200,-15.556900,976,Foreign Ordinary Shares,Canada,British Columbia
PHBBF,PHARMARON BEIJING CO LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PHBI,PHARMAGREEN BIOTECH INC,Pink Current,0.000700,-39.130400,5684530,Common Stock,Canada,British Columbia
PHCCF,PHC HOLDINGS CORP,Pink Limited,11.300000,,0,Common Stock,,
PHCG,PURE HARVEST CORPRATE GRP,Pink Limited,0.001500,-40.000000,100,Common Stock,USA,Colorado
PHCI,PANAMERA HOLDINGS CORP,Pink Current,2.150000,,0,Common Stock,USA,Texas
PHCLF,PURE HYDROGEN CRP LTD,Pink Current,0.150000,,0,Foreign Ordinary Shares,Australia,New South Wales
PHCUF,PHOTOCURE ASA,Pink Limited,4.750000,,0,Foreign Ordinary Shares,,
PHDWY,PT ACE HRDWRE UNSP/ADR,Pink Limited,3.620000,,0,ADRs,,
PHGEW,BIOMX LTD WTS,Pink Current,0.003400,0.000000,1000,Warrants,USA,New York
PHGPY,PETS AT HOME GRP UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
PHGUF,PHARMING GROUP NV ORD,Pink Limited,1.240000,,0,Foreign Ordinary Shares,The Netherlands,
PHIL,"PHI GROUP, INC",Pink Current,0.000600,0.000000,44783927,Common Stock,USA,California
PHJMF,PT HANJAYA MANDALA SAMPRN,Pink Limited,0.060000,8.108100,32324,Foreign Ordinary Shares,Indonesia,
PHKIF,POLY PPTY GROUP CO ORD,Pink Current,0.224800,,0,Foreign Ordinary Shares,Hong Kong,
PHLLF,PETERSHILL PARTNERS PLC,Pink Current,2.150000,,0,Foreign Ordinary Shares,,
